gene,cluster_1,cluster_2,cluster_3
klhl9,0.092244455,0.071526159,0.105156919
gm13274,0.000800592,0.000448802,0
gm26867,0,0,0
mtap,0.18194348,0.104058845,0.036701308
gm12606,0,0,0.036125622
cdkn2a,0.136740411,0.005423405,0.076737889
cdkn2b,0.039660323,0.002714637,0.300742669
dmrta1,0,0.013692426,0.000683299
tusc1,0.007118207,0.016640747,0.013894703
caap1,0.100565047,0.096074416,0.08276285
gm10306,0,0,0
plaa,0.216106998,0.133592764,0.166795216
ift74,0.033713864,0.034207726,0.00751028
mysm1,0.148680068,0.110202328,0.135282857
jun,0.201648595,0.626328721,0.809031166
junos,0.002304464,0.00535639,0.012270585
gm12708,0.001178072,0.001188729,0.00342712
fggy,0,0.006497811,0.031185967
hook1,0.018703813,0.020322442,0.021068775
cyp2j6,0,0.00100177,0.000773316
nfia,0.018030375,0.013001604,0.006344994
tm2d1,0.328470981,0.302289552,0.239094733
inadl,0.00330248,0.019157889,0.001756055
l1td1,0,0.000301092,0
usp1,0.273707451,0.194336064,0.102535006
dock7,0.001217113,0.006046482,0.056542289
angptl3,0,0.002019059,0
atg4c,0.004547274,0.010008036,0.012388112
gm12689,0.001447032,0.00056826,0.003249849
alg6,0.022198601,0.017533156,0.007651982
itgb3bp,0.133695265,0.095761208,0.014641371
efcab7,0.019047337,0.01764442,0.006011485
pgm2,0.176757533,0.112279795,0.0739035
raver2,0.001180415,0.009583199,0.000661996
jak1,0.967962441,1.381023579,0.580815112
e130102h24rik,0.010046419,0.02827371,0.018013104
x0610043k17rik,0,0.002157442,0.001865347
ak4,0.01467844,0.002342065,0.003026942
leprot,0.259195114,0.262501631,0.404393839
lepr,0.002618618,0.001159767,0.001112071
pde4b,0.083502106,0.127654531,0.542064944
wdr78,0.006835865,0.007193492,0.000870956
mier1,0.399721253,0.338983997,0.296262799
slc35d1,0.031030092,0.017692301,0.009723349
oma1,0.0928441,0.088999145,0.082895709
gm12728,0.001446854,0.002916057,0.003845766
usp24,0.05392698,0.058678066,0.026730272
dhcr24,0.059361915,0.01971978,0.037260835
pars2,0.018510656,0.010013751,0.020901643
ttc4,0.13272577,0.116489585,0.104585219
acot11,0.04271735,0.024284979,0.034455587
ssbp3,0.229582137,0.136509033,0.094168534
mrpl37,0.14508204,0.099412123,0.091477243
cyb5rl,0.002746093,0.009868395,0.002612505
gm12802,0,0.003609937,0
tceanc2,0.123843879,0.091597858,0.098267549
tmem59,0.690090282,0.813448795,0.433248468
ldlrad1,0,0,0
lrrc42,0.073424502,0.041487308,0.124850861
hspb11,0.199968936,0.078268018,0.395640026
yipf1,0.445463204,0.266563831,0.290050797
ndc1,0.017333817,0.007779648,0.00128401
x4933424m12rik,0.002174545,0.006713629,0.00076535
lrp8,0.020630706,0.006933182,0.072691919
magoh,0.682675906,0.611166477,0.377136616
x0610037l13rik,0.132394802,0.110500251,0.16286001
cpt2,0.061271701,0.059868775,0.0520832
scp2,0.934366562,1.020428174,0.717884826
echdc2,0.023797119,0.000512522,0.004849672
zyg11b,0.098201417,0.075935237,0.050916889
coa7,0.052356049,0.034673268,0.009312055
fam159a,0,0,0
gpx7,0.006563744,0.014482915,0
zcchc11,0.19906026,0.389335588,0.183284783
prpf38a,0.288344223,0.184007761,0.201309152
orc1,0.011991057,0.005103509,0.002960981
cc2d1b,0.101158243,0.064670867,0.063427368
gm17354,0.005404544,0.017118059,0.011850755
zfyve9,0.002073208,0.002809311,0.013210612
btf3l4,0.261485113,0.338871789,0.177030566
txndc12,0.197711154,0.163137574,0.107127775
a730015c16rik,0,0.000531157,0
kti12,0.221539116,0.222064202,0.051051055
nrd1,0.262111069,0.203018991,0.211628574
osbpl9,0.242628878,0.202914877,0.223735415
eps15,0.142025088,0.084505525,0.311857441
ttc39a,0.001302774,0.000781821,0.068750096
rnf11,0.076011224,0.107502303,0.113604394
cdkn2c,0.143778427,0.152943848,0.066835795
faf1,0.175066546,0.131430821,0.150431106
bend5,0.008452908,0.004601359,0.002296446
spata6,0.119093183,0.112864648,0.169891198
skint3,0,0.001185969,0.001687667
foxd2,0.010976646,0.008337226,0.00491185
cmpk1,0.747563626,0.697970692,0.575576613
stil,0.001883478,0.003516208,0.001345295
efcab14,0.167458255,0.137365212,0.101945941
atpaf1,0.106605361,0.063668852,0.033515548
mob3c,0.079946849,0.145146727,0.085777936
mknk1,0.076058019,0.094066735,0.107336599
faah,0.181505556,0.08749458,0.012024242
nsun4,0.061177634,0.041404588,0.13458322
uqcrh,2.247945871,2.174994212,2.249661734
lrrc41,0.095397358,0.067459744,0.108469543
rad54l,0.024960131,0.005305453,0.019673571
pomgnt1,0.038835248,0.034975764,0.039890327
mast2,0.019337546,0.020103889,0.048346092
ipp,0.048815582,0.019260083,0.010977273
tmem69,0.024673779,0.023027474,0.013733248
gpbp1l1,0.110591008,0.125119744,0.093992235
ccdc17,0.011759332,0.01386656,0.019965137
nasp,0.357661277,0.244857753,0.115788897
akr1a1,1.302297467,1.055645547,1.580854603
prdx1,1.562943218,1.270206958,1.049951082
mmachc,0.009422187,0.011440613,0.001156207
ccdc163,0.039188111,0.067576298,0.101821872
tesk2,0.024550171,0.006458589,0.002805481
toe1,0.109051633,0.11524132,0.065669144
mutyh,0.035190571,0.046183002,0.010772081
urod,0.258578583,0.223816435,0.064158682
hectd3,0.098794612,0.05468378,0.027008754
eif2b3,0.114476301,0.066049096,0.025637669
btbd19,0.117898018,0.033204406,0.012505603
tctex1d4,0.003537761,0.005298358,0.004057001
plk3,0.128183922,0.025175051,0.0170871
rps8,3.831045214,3.654928243,3.079689242
kif2c,0.009451834,0.004151094,0.003943506
tmem53,0.002822721,0.001097302,0.001156561
rnf220,0.134804674,0.144567528,0.164341603
eri3,0.104665146,0.094062347,0.055701873
dmap1,0.113356541,0.094141817,0.114217484
gm12840,0.163346265,0.034068915,0.028076046
slc6a9,0.000800592,0.002263685,0
atp6v0b,0.644980158,0.575112573,0.865351771
dph2,0.027634299,0.041615376,0.008665144
ipo13,0.03411574,0.020383284,0.024244365
st3gal3,0.017861711,0.011102774,0.153625852
x9530034e10rik,0.009852488,0.000292284,0.066947411
kdm4a,0.097714925,0.066977407,0.358896419
ptprf,0.001460977,0.000527183,0.004638938
szt2,0.02685696,0.020585761,0.035171269
med8,0.388426389,0.295505772,0.329859187
elovl1,0.493514611,0.377895699,0.334197783
cdc20,0.040229262,0.037168737,0.014700842
ebna1bp2,0.559689298,0.479277761,0.269412752
slc2a1,0.233136323,0.208583181,0.074956826
gm12867,0,0,0
zfp691,0.012454831,0.006939597,0.004723887
svbp,0.569827161,0.449766445,0.237926184
au022252,0.069112288,0.054374558,0.045263609
p3h1,0.019717859,0.008299022,0.009038572
ybx1,2.028709056,1.801803321,1.759348183
ppih,0.234342903,0.200203284,0.175525922
ccdc30,0.020702392,0.006538332,0.00041564
ppcs,0.140705202,0.138487569,0.049326466
aa415398,0.001410503,0.008157037,0.005439042
foxj3,0.116606367,0.097389346,0.089966636
hivep3,0.084665206,0.057064453,0.008203787
scmh1,0.00968853,0.059494983,0.043212967
ctps,0.083046757,0.026963889,0.006190454
cited4,0.016499141,0.151010973,0.006055946
nfyc,0.186304505,0.128392185,0.093641864
rims3,0,0.003259604,0.005089448
exo5,0.053468823,0.039384258,0.084080158
zfp69,0.004453963,0.011291006,0.001667049
smap2,0.647412163,0.43318739,0.326217298
zmpste24,0.163374137,0.124464573,0.046439242
rlf,0.066581532,0.061889929,0.052341401
ppt1,0.302880535,0.318377982,0.130774073
cap1,0.311926973,0.224083875,0.189749033
mfsd2a,0.01226957,0.005404699,0.005427718
mycl,0.000878839,0.004508242,0.025281582
trit1,0.049113506,0.051689498,0.018197922
ppie,0.334382674,0.243061781,0.138829036
pabpc4,0.155772819,0.09210809,0.029167772
macf1,0.282447294,0.344564907,0.122474547
ndufs5,0.938938742,0.751046146,0.714681111
akirin1,0.351744999,0.293595853,0.26273176
mycbp,0.145620772,0.161306251,0.083208254
rragc,0.15651203,0.133563953,0.15116563
pou3f1,0,0,0
utp11l,0.458820728,0.404893509,0.284468515
fhl3,0,0.005080919,0.013408503
sf3a3,0.315989529,0.279854678,0.192528255
inpp5b,0.218771771,0.122147239,0.35766423
mtf1,0.154851356,0.100949209,0.241531776
x1110065p20rik,0.103750845,0.098064247,0.165931997
yrdc,0.234736833,0.264687736,0.165937293
cdca8,0.112927707,0.040261633,0.024873833
rspo1,0,0.001177055,0.005381692
gnl2,0.159570387,0.170456158,0.269233272
snip1,0.119405835,0.106150097,0.061902268
gm12932,0.001149119,0.00095709,0.000811542
meaf6,0.22246675,0.156559197,0.323425881
zc3h12a,0.074261431,0.100613874,0.103800068
csf3r,0.001542766,0.007884513,0.011603871
mrps15,0.460396276,0.410052885,0.251659085
oscp1,0.003124685,0.003086219,0.000976072
lsm10,0.277603782,0.250116966,0.285592522
stk40,0.100862838,0.120354395,0.211289439
eva1b,0.582301292,0.143894861,0.880491718
sh3d21,0,0.000687346,0.022098629
thrap3,0.383786263,0.471410741,0.375355416
map7d1,0.200685559,0.227116532,0.138817842
trappc3,0.338782329,0.270538804,0.312555901
adprhl2,0.15212023,0.154546483,0.127694725
ago3,0.029512265,0.03969012,0.087263885
ago1,0.048876179,0.049687262,0.144512894
ago4,0.000652066,0.001799033,0.032532552
clspn,0.045235758,0.018829413,0.010664043
x5730409e04rik,0.003578239,0.007143666,0.017596015
psmb2,1.20845995,1.029248534,1.015008663
ncdn,0.080575749,0.046759047,0.026833061
au040320,0.065271002,0.04178203,0.086807299
zmym4,0.040871598,0.052313139,0.074517158
sfpq,0.809434231,0.63925647,0.632119874
zmym1,0.039880551,0.027145987,0.031949163
zmym6,0.001489999,0.008696912,0.013721589
gm12942,0.044784994,0.058459319,0.131443072
smim12,0.255506214,0.326862817,0.176302796
zscan20,0.011065374,0.007351516,0.014641291
tlr12,0.00797845,0.016329216,0.032810934
phc2,0.057164825,0.107889019,0.115656214
zfp362,0.041053587,0.049593111,0.071281152
trim62,0.004963808,0.020108197,0.011101637
azin2,0,0,0.007921864
ak2,0.483765892,0.25840071,0.451090466
rnf19b,0.056655943,0.065984009,0.532205705
fndc5,0,0.001268812,0.004973359
s100pbp,0.075349662,0.057555857,0.04739589
yars,0.103960844,0.113441483,0.051512564
c77080,0.00315142,0,0
rbbp4,0.557324864,0.603047043,0.518298425
gm26722,0,0,0
zbtb8os,0.462317116,0.360084179,0.296202607
zbtb8a,0.03576098,0.038510115,0.018619433
bsdc1,0.094813037,0.073475314,0.181391745
marcksl1,0.131695346,0.105419077,2.775122443
hdac1,0.730233627,0.541214747,0.397742529
lck,1.696822075,1.377712305,0.098431498
fam167b,0,0,0
eif3i,1.322590393,1.182527688,0.83211461
tmem234,0.979787023,0.963378751,1.022287511
dcdc2b,0.002876577,0.000859425,0
iqcc,0.048253247,0.055952575,0.035863352
ccdc28b,0.101772539,0.039245488,0.330758604
txlna,0.183683558,0.135904782,0.091233259
kpna6,0.059592065,0.054744688,0.03580882
tmem39b,0.10999819,0.087217404,0.047665464
khdrbs1,0.642005936,0.502031281,0.628903353
ptp4a2,0.780649041,0.865942378,0.583371685
adgrb2,0.010011404,0.054801292,0.002290269
pef1,0.222269894,0.20132583,0.150063501
tinagl1,0,0,0.011797352
fabp3,0,0.000359103,0
zcchc17,0.380798129,0.295716913,0.164631263
snrnp40,0.450836374,0.341641765,0.22667511
pum1,0.221132754,0.187059414,0.150561613
sdc3,0.017598915,0.048206136,0.287294839
gm26716,0,0.000583297,0
laptm5,1.919563929,1.821185876,1.07701524
mecr,0.076149857,0.045229075,0.028257851
srsf4,0.28668981,0.207632528,0.152962508
epb41,0.091588383,0.133728635,0.274474893
ythdf2,0.279191846,0.218427116,0.422846997
gmeb1,0.115025244,0.07762545,0.099804849
taf12,0.434067142,0.28753355,0.258404704
rab42,0.002052362,0.000249083,0
snhg12,0.164177645,0.149821961,0.151375308
trnau1ap,0.31310352,0.229713981,0.228266969
rcc1,0.079605222,0.0480544,0.026070195
phactr4,0.023903318,0.045099766,0.023399903
med18,0.011491813,0.023209317,0.013520182
sesn2,0.03041228,0.022667482,0.05302141
gm12981,0,0.001984528,0.003859026
atpif1,1.046375334,0.670875485,1.498374893
dnajc8,0.881760049,0.808189943,0.995115027
ptafr,0.013129306,0.019502955,0.377468948
eya3,0.059260657,0.046978073,0.091420223
xkr8,0.025089711,0.018784214,0.005565068
smpdl3b,0.204806831,0.017626048,0.028307941
rpa2,0.601407943,0.256634982,0.074169433
themis2,0.042100945,0.026512709,0.122051437
ppp1r8,0.225602256,0.142960411,0.067422411
stx12,0.153740219,0.101713615,0.395925435
fam76a,0.136784969,0.114558167,0.163186192
fgr,0.041746819,0.11301971,0.087390352
ahdc1,0.030609829,0.046761277,0.004008167
gm26615,0.002160511,0.000603369,0
wasf2,0.410947132,0.38720784,0.520248634
map3k6,0.00271029,0.0010307,0.002040548
sytl1,0.100936917,0.02808817,0.004547044
tmem222,0.216384941,0.177350228,0.178884635
wdtc1,0.062666579,0.063245021,0.068605148
slc9a1,0.051201447,0.039016966,0.03622455
trnp1,0,0.002015534,0.001989985
nudc,0.582500412,0.596276748,0.476012044
gpatch3,0.031494356,0.02401136,0.061671379
gpn2,0.087378856,0.073830119,0.082934182
sfn,0.061679659,0.030066343,0.017748298
zdhhc18,0.244752851,0.220455968,0.120435261
pigv,0.050473659,0.064523877,0.040743252
arid1a,0.404808591,0.322115743,0.307331122
rps6ka1,0.533360833,0.257017439,0.15070694
hmgn2,0.701827838,0.373726917,0.28711725
dhdds,0.096997329,0.076540876,0.069745392
aim1l,0.01427129,0.00848742,0.006465188
cd52,3.651003008,3.571171973,2.152702417
ubxn11,0.108114551,0.067158461,0.013674968
sh3bgrl3,3.023573728,3.227109457,3.000389429
cep85,0.060796866,0.091240824,0.06546055
zfp593,0.263402184,0.191744339,0.186691428
e130218i03rik,0,0,0
pdik1l,0.026958899,0.041270972,0.023310681
extl1,0.004112577,0.00128447,0.078144905
pafah2,0.001394217,0.003101148,0
stmn1,0.580726179,0.252731153,0.104440812
paqr7,0.160387537,0.111993033,0.014110216
aunip,0.015579943,0.004975146,0.002196427
mtfr1l,0.272734609,0.280594045,0.166253837
sepn1,0.041452646,0.09364255,0.007247342
man1c1,0.005933513,0.027342896,0.006384529
ldlrap1,0.051667129,0.122772775,0.010548459
tmem57,0.066814721,0.08744954,0.075181078
tmem50a,1.3120145,1.197523903,0.509031348
rsrp1,1.110753625,1.195829371,0.974879494
syf2,0.695088102,0.747032327,0.597632499
runx3,0.498801953,0.536887675,0.342702877
clic4,0.125491221,0.110086345,1.493474274
srrm1,0.612129419,0.53249009,0.681706425
ncmap,0.004259331,0,0
rcan3,0.038340654,0.019970639,0.019411252
nipal3,0.094226974,0.053931902,0.019172359
srsf10,0.359242089,0.293796847,0.248842471
pnrc2,0.344038961,0.340752328,0.348515442
cnr2,0,0.007672408,0.004019929
fuca1,0.374813923,0.38533848,0.622214804
hmgcl,0.155382851,0.165509722,0.094580917
gale,0.099992083,0.057267957,0.050848226
lypla2,0.448779073,0.379036321,0.32681296
pithd1,0.190923064,0.122310786,0.11967165
tceb3,0.240665779,0.156176979,0.223333111
gm24362,0.012037294,0.004222294,0.011728854
rpl11,3.691451429,3.537084288,3.113740904
id3,0.043295308,0.016210796,0.015766145
e2f2,0.064287475,0.020520018,0.013901512
tcea3,0,0.002687673,0.017977941
zfp46,0.031547966,0.010179495,0.024721397
hnrnpr,0.386925376,0.378541064,0.211171415
x6030445d17rik,0,0,0
luzp1,0.040804569,0.105893553,0.094909461
kdm1a,0.143156766,0.123910226,0.215126692
c1qb,0.098340504,0.165647857,0.216763463
c1qc,0.052056701,0.103778125,0.134598515
c1qa,0.073607349,0.102990674,0.125889706
zbtb40,0.010642938,0.015608726,0.011578627
wnt4,0.004326727,0.004361027,0.006217977
cdc42,1.931932939,1.948358574,2.123811648
x2810405f17rik,0.0108199,0.018922037,0.021891388
usp48,0.193584312,0.265538853,0.099044353
rap1gap,0.00219363,0.003763516,0.022104013
ece1,0.069755176,0.042201625,0.220383179
gm13012,0.028812845,0.041436435,0.016581916
eif4g3,0.221015437,0.211215171,0.086753867
hp1bp3,0.439230031,0.322545505,0.344806827
sh2d5,0.019056704,0.00696306,0.033348398
kif17,0,0,0
ddost,0.701835148,0.644007246,0.330959743
pink1,0.174378096,0.22741995,0.127794748
mul1,0.065718404,0.092543582,0.05697824
camk2n1,0.191144289,0.397827442,0.019707187
otud3,0.025230332,0.029709533,0.021190289
tmco4,0.050756936,0.051937335,0.051224848
nbl1,0.002194054,0.000527183,0.045054028
minos1,1.396527342,1.223238079,0.895723008
gm16287,0.004471873,0.003258126,0.002522844
capzb,2.069961017,1.899220301,2.045400173
pqlc2,0.041192866,0.026191379,0.022517197
akr7a5,0.110202234,0.08940604,0.037650784
mrto4,0.278337315,0.209630454,0.095654979
emc1,0.040118633,0.038662146,0.025775075
ubr4,0.13341618,0.114848982,0.172514419
x2700016f22rik,0,0.000301092,0
iffo2,0.033488806,0.032667219,0.168473526
aldh4a1,0.01861375,0.016770247,0.019385778
arhgef10l,0.003515075,0.007666924,0.060640878
rcc2,0.176100998,0.143388246,0.108840458
padi4,0,0.026375856,0
padi3,0,0,0.001494015
padi1,0.000727513,0.0081508,0
padi2,0.255334547,0.31903809,0.022147683
gm13031,0.004257647,0.007482136,0.003133175
sdhb,1.156965616,0.853815667,0.659089393
atp13a2,0.082774084,0.032131874,0.026517251
crocc,0.006985845,0.004095951,0.00041564
necap2,0.341736478,0.386638935,1.229296862
szrd1,0.22022317,0.200711637,0.203312797
fbxo42,0.05072404,0.037123554,0.033661184
epha2,0,0.000737353,0
gm13075,0.003290287,0.007762382,0.001266982
zbtb17,0.05155672,0.040611739,0.047327035
spen,0.087485878,0.08481671,0.047648632
fblim1,0,0.001692012,0.002269292
tmem82,0,0.00191669,0.015813778
plekhm2,0.017234511,0.021038828,0.261550063
ddi2,0.078794109,0.060239186,0.167084739
dnajc16,0.011750248,0.015280662,0.022058689
casp9,0.019742304,0.04614807,0.089871174
ctrc,0,0,0.015133211
efhd2,1.034428738,1.271588292,1.399963592
gm29367,0,0,0.009701723
fhad1,0,0.003041407,0.002903219
x4930455g09rik,0.001101128,0.013905987,0.034923771
tmem51,0.030926374,0.060623423,0.213739236
tmem51os1,0,0.001666383,0.016130773
prdm2,0.069772466,0.082142099,0.082340151
pdpn,0,0.001278002,0
pramef8,0.075130558,0.046725901,0.044480663
dhrs3,0.016315078,0.125189225,0.209650075
vps13d,0.08803149,0.075768267,0.070269528
tnfrsf1b,0.725195495,0.32630314,0.550141276
tnfrsf8,0.008958486,0.001249068,0.002899358
gm13212,0.083817088,0.068362266,0.087116549
gm13166,0.002626361,0.001138254,0.001465519
gm13251,0.037066323,0.057918954,0.069384295
gm13248,0.001342615,0.004089292,0.012098412
gm13139,0.018527216,0.012020048,0.021446776
gm26624,0,0.001528441,0.001378243
gm13152,0.00396802,0.001577661,0.003358269
gm13154,0.01553467,0.011731222,0.004584577
gm13157,0.12032368,0.060561258,0.181555185
gm20707,0.017640914,0.018251701,0.014307094
zfp933,0.020416632,0.016199199,0.024330709
miip,0.114231697,0.145107595,0.115108655
mfn2,0.06311779,0.043817357,0.031161533
plod1,0.011817031,0.030542017,0.037440618
x2510039o18rik,0.249221556,0.222889134,0.184834776
clcn6,0.019756733,0.010019682,0.022613558
mthfr,0.013442511,0.014868064,0.044592576
agtrap,0.076548817,0.258235129,0.100986002
mad2l2,0.200605386,0.15488781,0.066152877
fbxo6,0.258945384,0.13322971,0.400471459
fbxo44,0.014836882,0.006068085,0.008303989
fbxo2,0.006578165,0.00056826,0.004825147
ubiad1,0.021841952,0.019966937,0.011427131
mtor,0.06170837,0.063959776,0.124223074
angptl7,0,0,0
exosc10,0.157547034,0.099427665,0.039286418
srm,0.181781054,0.147673832,0.04302648
tardbp,0.267453093,0.249928298,0.244236132
gm13203,0,0.017577901,0.004866807
casz1,0.004321533,0.021152422,0.053187895
gm13205,0.003937899,0.015510339,0.010984666
pex14,0.104223114,0.098521413,0.084116081
dffa,0.058006214,0.068607081,0.044335262
apitd1,0.066279961,0.034156778,0.021761848
pgd,0.260411554,0.265258266,0.177967561
kif1b,0.042511331,0.092851402,0.182465038
ube4b,0.082402529,0.075672838,0.119796122
nmnat1,0.018527948,0.021145818,0.047580331
lzic,0.203989865,0.14147389,0.125680794
ctnnbip1,0.115051055,0.032244418,0.065991539
clstn1,0.024026641,0.015242539,0.015007593
pik3cd,0.364525791,0.281288184,0.097282793
tmem201,0.033930062,0.031992601,0.011788334
slc25a33,0.087502862,0.156387348,0.035419326
spsb1,0.000871516,0.00194488,0.163735712
h6pd,0.040263983,0.037803926,0.006885517
gpr157,0.002073934,0.003854835,0.093652593
car6,0.000665648,0.000707381,0.001851897
eno1,2.058143619,1.782235633,1.141555608
rere,0.0344052,0.088066674,0.04779347
gm13091,0,0.002072847,0.002405903
errfi1,0.042422514,0.050288217,0.033028712
park7,1.225104119,1.058591397,1.069295059
tnfrsf9,1.159518188,0.840667368,0.735588147
camta1,0.151038248,0.153609534,0.108806327
per3,0.006974649,0.011864689,0.006126038
vamp3,0.226411185,0.213130116,0.185922366
dnajc11,0.08478001,0.098672804,0.079885452
thap3,0.274934529,0.218836703,0.175320579
phf13,0.011164313,0.011724212,0.030047286
klhl21,0.088090021,0.052661545,0.066469281
zbtb48,0.015960204,0.023328937,0.011881972
nol9,0.058560893,0.064448763,0.035727177
plekhg5,0.00888798,0.016404882,0.001309978
tnfrsf25,0.02571567,0.00993162,0.001152026
espn,0.003542561,0.00628728,0.013445203
acot7,0.843192054,0.70846556,0.402483431
icmt,0.045583263,0.032381517,0.052665102
rpl22,2.817445888,2.675861861,2.376172862
kcnab2,0.232763805,0.224809108,0.036405806
nphp4,0.000959633,0.00300273,0
a430005l14rik,0.273168585,0.256290873,0.153007648
dffb,0.061532349,0.060326552,0.013770428
cep104,0.042238016,0.038640585,0.019786309
lrrc47,0.113856497,0.107898243,0.077016318
wrap73,0.127127777,0.129583224,0.074971069
tprgl,0.696189013,0.768549422,0.746895947
prdm16,0.014492878,0.000278079,0.00141132
fam213b,0.013754077,0.032680354,0.034448156
tnfrsf14,0.001355573,0.004137765,0.005886107
pank4,0.038593712,0.018494405,0.023837376
pex10,0.01411482,0.026467285,0.009537721
rer1,0.967470879,0.860161362,0.57560006
morn1,0.006696506,0.001505586,0.026278907
ski,0.08921028,0.080489742,0.05199026
faap20,0.296368744,0.262254979,0.24416958
prkcz,0.188149307,0.050194794,0.012679558
cfap74,0.000871516,0.001402703,0.004924784
gnb1,0.805585733,0.657409593,1.213258023
nadk,0.245152602,0.15236584,0.152003155
slc35e2,0.035840206,0.02469418,0.008993388
cdk11b,0.299517942,0.38473822,0.327578408
mmp23,0,0,0.034597788
mib2,0.034579527,0.022637141,0.014523423
b930041f14rik,0.000740768,0,0.004504845
ssu72,0.834624246,0.747800572,1.083269474
x1500002c15rik,0.002460266,0.000698277,0.006508532
tmem240,0.007810422,0.006477177,0.003964173
atad3a,0.079878711,0.089093603,0.018110779
atad3aos,0.010134646,0.013066925,0.002742813
vwa1,0.002749469,0.007595426,0.020346264
mrpl20,0.809299404,0.666759431,0.644810517
ccnl2,0.367366355,0.389645136,0.365273248
aurkaip1,0.919479865,0.745366075,0.738535784
mxra8,0,0.00135401,0
dvl1,0.012516665,0.016589071,0.035764558
tas1r3,0,0.000533247,0.001897205
cptp,0.041282543,0.039652131,0.085510911
cpsf3l,0.266614203,0.165302921,0.199825755
pusl1,0.067126769,0.049179856,0.031597668
acap3,0.040638884,0.018105274,0.007934221
ube2j2,0.539469163,0.508956359,0.574542116
fam132a,0.084266283,0.036146782,0.20100588
b3galt6,0.069127635,0.046160499,0.032842449
sdf4,1.484016998,0.952549964,1.027993316
tnfrsf4,0.77221333,0.026866707,0.790750323
tnfrsf18,1.10202299,1.083471156,0.707101912
x9430015g10rik,0.005485818,0.008891324,0.02025524
agrn,0.005081876,0.00240331,0.043270802
isg15,0.435116975,0.3521511,1.194026176
aw011738,0.013040787,0.018229097,0.038902921
plekhn1,0.007931718,0.001856522,0.040331066
klhl17,0.024718827,0.021980401,0.01202758
noc2l,0.193557757,0.125488594,0.062823762
cdk6,0.310232347,0.159359134,0.107780869
fam133b,0.303399994,0.300460945,0.207642007
x1700109h08rik,0.003815713,0.005235055,0.002547417
rbm48,0.081469109,0.076137766,0.039358669
x2510017j16rik,0.012786951,0.017639461,0.008889632
pex1,0.016818516,0.014021669,0.001527968
gatad1,0.249087934,0.187973105,0.325341723
ankib1,0.101438413,0.086635662,0.169489887
krit1,0.508805945,0.565582735,0.728364939
mterf1a,0.046533141,0.054667687,0.018515656
akap9,0.301088747,0.311296405,0.498354474
cyp51,0.176572191,0.086417999,0.255024033
mterf1b,0.019725858,0.0130794,0.005024397
fzd1,0.00068424,0.00157528,0.001522459
cdk14,0.012649533,0.022411004,0.01587493
cldn12,0.00979818,0.00558456,0.002227089
gtpbp10,0.036800933,0.019109794,0.017052893
gm8773,0.002734919,0.00030302,0.021618066
gm26825,0.01232269,0.011311002,0.009231331
sri,1.472497236,1.333448827,1.762836013
dbf4,0.108725973,0.07106434,0.050210033
slc25a40,0.056312616,0.030526709,0.013961948
rundc3b,0.024638774,0.024290006,0.001448231
abcb1a,0.042761832,0.040970453,0.003573239
abcb1b,0.106139303,0.081369198,0.037811344
abcb4,0.001243749,0.001122876,0.003276859
crot,0.264498867,0.188357744,0.042757786
tmem243,0.196159123,0.354523287,0.240998923
dmtf1,0.092752481,0.099426686,0.092941975
gm8953,0.025063412,0.02422545,0.005329921
hgf,0,0.001459556,0.031575388
cd36,0.010421134,0.009196786,0.023972189
gnat3,0,0,0
magi2,0.005732493,0.003447857,0.010769978
phtf2,0.039957025,0.012443358,0.024695376
tmem60,0.23399612,0.267532519,0.103399806
rsbn1l,0.482603933,0.648311259,0.441492334
a630072m18rik,0.037877131,0.075662593,0.062161128
ptpn12,0.090272989,0.114250779,0.04178603
gsap,0.153506123,0.288213703,0.152113957
ccdc146,0.006699274,0.016665124,0.001522017
fgl2,0.426245135,0.583630166,0.339119307
fam185a,0.045026399,0.018208437,0.002985678
fbxl13,0.001286192,0.000454081,0.004648353
armc10,0.228124005,0.122861004,0.127678589
napepld,0.009892595,0.005166233,0.00598053
pmpcb,0.256183709,0.199620099,0.176635297
dnajc2,0.473623107,0.35808948,0.38907337
psmc2,0.596972308,0.520314826,0.4923463
orc5,0.051932607,0.053439176,0.015586913
x5031425e22rik,0.152672901,0.23027815,0.152612975
x4930580e04rik,0.000740768,0.002307764,0
kmt2e,0.664197243,0.644024635,0.469181901
srpk2,0.347792976,0.288765675,0.054440551
pus7,0.035694232,0.022473822,0.008726758
rint1,0.066752883,0.072693285,0.034474355
tomm7,1.550041563,1.28842372,1.370684891
x2700038g22rik,0.033617749,0.039029283,0.04524629
fam126a,0.058547436,0.04305205,0.090806727
klhl7,0.01887076,0.017187545,0.019381842
nupl2,0.048362354,0.026313611,0.010114819
nos3,0.002903309,0,0
atg9b,0.009264695,0.000533247,0.003475423
abcb8,0.069223027,0.031586154,0.011408694
cdk5,0.142736315,0.079168721,0.10829411
slc4a2,0.065071816,0.049900094,0.06793321
fastk,0.185201808,0.135897729,0.08986788
tmub1,0.168926127,0.15955927,0.118393315
x2310074n15rik,0,0.000999304,0
agap3,0.018680389,0.022043424,0.028271022
abcf2,0.147905199,0.113002442,0.074642929
chpf2,0.06369721,0.057456381,0.035500276
smarcd3,0,0.008821741,0.003323497
nub1,0.250924074,0.243403602,0.505145324
gm26648,0,0.00155541,0
wdr86,0,0.000236511,0.036434393
rheb,0.540344647,0.625563786,0.611963074
